spaLangNum	LanguageName	spaPhoneNum	spaDescription	spaAllophoneDescription	Notes	AllophoneNotes
				*/r-flap-retroflex/		
		29	r-flap			
				[r-trill]	11 69	(free)
				[r-approximant]	70	(free)
		30	r-flap-retroflex		04 12	
				*[l-retroflex]		
				[r-approximant-retroflex]	13 71	
		31	h		33	
		32	m-breathy voice		08	(limited)
		33	n-breathy voice		08	(limited)
		34	l-breathy voice		08	(limited)
		35	r-flap-breathy voice		08	(limited)
		36	r-flap-retroflex-breathy voice		08	(limited)
		51	iota		14 16	
				[iota-breathy voice]	33	(free)
		52	iota-nasalized		17 18	
		53	e-mid		19	
				[e-mid-breathy voice]	33	(free)
		54	e-mid-nasalized		17 18	
		55	ash		20 34	
				[ash-breathy voice]	33	(free)
		56	ash-nasalized		17 18	
		57	a		21	
				[a-breathy voice]	33	(free)
		58	a-nasalized		17 18	
		59	upsilon		22	
				[upsilon-breathy voice]	33	(free)
		60	upsilon-nasalized		17 18	
		61	o		24 35	
				[o-breathy voice]	33	(limited)
		62	o-nasalized		17 18	
		63	o-mid		36	(limited)
		64	o-open		35	
				[o-open-breathy voice]	33	(free)
		65	o-open-nasalized		17 18 37	(limited)
		66	yod		38	
		67	e-glide		38	
		68	w		38	
		69	o-glide		38	
280	Sinhalese	01	p		01	
				*[phi]		
				[p-unreleased]	60	
		02	p-long		02	
		03	b		03	
				[beta]	61	
		04	b-long		02	
		05	t		01 04	
				[t-unreleased]	60	
				[theta]	61	
		06	t-long		02	
		07	d		03 04	
				[eth]	61	
		08	d-long		02	
		09	t-retroflex		01 05	
				[t-retroflex-unreleased]	60	
		10	t-retroflex-long		02	
		11	d-retroflex		03 05	
		12	d-retroflex-long		02	
		13	k		01 06	
				[k-unreleased]	60	
				[x]	61	
		14	k-long		02	
		15	g		03 06	
				[gamma]	61	
		16	g-long		02	
		17	t/c-fricative		07	
		18	t/c-fricative-long		02 07	
		19	d/j-fricative		07	
		20	d/j-fricative-long		02 07	
		21	phi		08 30 61	(loan,allo)
				*/p/		
		22	s		10	
		23	s-hacek		11 31	(loan)
		24	m		12	
				[v-nasalized]	61	
		25	m-long		02	
		26	n		12 32	
				*[eng]		
				[n-dental]	62	
				[n-retroflex]	63	
		27	n-long		02	
		28	n-palatal		33	(loan)
		29	eng		06 64	(restricted,allo,neutral)
				*/n/		
		30	l			
				[l-dental]	62	
				[l-retroflex]	63	
		31	l-long		02	
		32	r-flap		13 34	
				[r-approximant-voiceless]	14 65	
		33	h-voice		15	
		34	s-long		02	
		35	n-palatal-long		02 36	(loan,limited)
		51	iota		16	
		52	i-long			
		53	e-mid			
		54	e-long			
		55	a-front		16	
		56	ash-long			
		57	schwa		37	(loan)
		58	schwa-long		38	(loan)
		59	a			
		60	a-long			
		61	upsilon		17 18	
		62	u-long		17 18	
		63	o-mid		18	
		64	o-long		18	
		65	yod		39	
		66	v-approximant		20 40 61	
				[beta-approximant]	66	(free)
		67	ash-long-nasalized			(limited)
		68	a-long-nasalized			(limited)
285	Basque	01	p			
		02	b		01 30	
				[beta]	02 34 60	
		03	t			
		04	d		01 30	
				[eth]	02 34 60	
		05	c			
		06	j			
				[j-fricative]	34 62 63	(allo,free)
				*/iota/		
		07	k			
		08	g		01 30	
				[gamma]	02 34 60	
		09	t/s-laminal		03	
		10	t/s-retroflex			
				[t/s]	31	(free)
		11	t/s-hacek			
		12	f			
		13	s-laminal		03	
		14	s-retroflex			
				[z-retroflex]	61	
				[s]	31	(free)
		15	s-hacek			
		16	x-uvular		32	(loan)
		17	m			
		18	n			
		19	n-palatal			
		20	l			
		21	l-palatal			
		22	r-flap		30	
		23	r-trill			
				[gamma-uvular]	33	(free)
		51	iota		04	
				*[j-fricative]		
				[iota-glide]	64	(free)
		52	e-mid		05	
				[e-glide]	65	
		53	a			
		54	u		04	
				[w]	66	
		55	o-mid			
				[o-glide]	67	
290	Finnish	01	p		01	
		02	p-long			
		03	b		30	(loan)
		04	t		01 03 04	
		05	t-long			
		06	d		03 05 31	(loan,surface)
		07	k		01	
		08	k-long			
		09	g		30	(loan)
		10	f		30	(loan)
		11	v		05 06 07 08	
		12	s		09	
		13	s-long			
		14	s-hacek		10	(loan)
		15	m			
		16	m-long			
		17	n		04 11 12	
				[m-labiodental]	60	
				[eng]	60	
		18	n-long			
		19	eng-long		32	(surface)
		20	l		13	
		21	l-long			
		22	r-trill			
		23	r-trill-long			
		24	glottal stop			(transitional)
		25	h		05 16	
		51	i			
		52	i-long		17	
		53	u-trema		18	
		54	u-trema-long		17	
		55	epsilon			
				[e]	61	
		56	e-long		33	(surface)
		57	o-trema		19	
		58	o-trema-long		33	(surface)
		59	ash			
		60	ash-long			
		61	a			
				[caret]	62	
		62	a-long			
		63	u			
		64	u-long		17	
		65	o			
		66	o-long		33	(surface)
		67	e-glide		05 20	
				[yod]	21 63	
				[j-fricative]	64	
295	Cheremis	01	p			
				[b]	60	(allo,neutral)
				*/beta/		
		02	p-palatalized		30	(loan)
		03	t			
				[d]	60	
				[t-lax]	61	
		04	t-palatalized		30	(loan)
		05	k			
				[g]	60	
		06	t/s		01 30	(loan)
		07	t/s-hacek			
				[d/z-hacek]	60	
		08	beta			
				*[b]		
				[v]		(free)
		09	f		30	(loan)
		10	eth			
		11	s		31	
		12	z			
		13	s-palatalized		01 30	(loan)
		14	s-hacek		31	
		15	z-hacek			
		16	x		30	(loan)
		17	gamma			
		18	m			
		19	n			
		20	n-palatal		02	
		21	eng			
		22	l		03	
				[l-palatalized]	62	
		23	l-palatal		02 32	
		24	r-flap		03	
				[r-flap-palatalized]	63	
				[r-trill-syllabic]	04 64	
		51	i		05	
				[i-long]	65	
				[i/yod]	66 67	
		52	u-trema		05	
				[u-trema-long]	65	
		53	o-mid-trema		05	
		54	epsilon		05 06	
		55	schwa		07 08 68	(tag(-),neutral,allo)
		56	u		09	
				[u-long]	65	
		57	o		10	
				[o-long]	69	
		58	caret		11	
				[a-front]	05 70	
				[alpha-unrounded]	71	
		59	yod		12	
		60	schwa-voiceless		31	(transitional)
300	Komi	01	p			
		02	b			
		03	t			
		04	d			
		05	c			
		06	j			
		07	k			
		08	g			
		09	t/s		30	(loan)
		10	t/c-fricative		01	
		11	d/j-fricative		01	
		12	t/s-hacek			
		13	d/z-hacek			
		14	f			
		15	v		30	(loan)
				[v-approximant]	02 60	
		16	s			
		17	z			
		18	c-fricative		01	
		19	j-fricative		01	
		20	s-hacek			
		21	z-hacek			
		22	x		30	(loan)
		23	m			
		24	n			
		25	n-palatal			
		26	l			
		27	l-palatal			
		28	r-trill			
		51	i			
		52	e-mid			
		53	i-bar		03	
		54	schwa		03	
		55	a			
		56	u			
		57	o-mid			
		58	yod			
305	Hungarian	01	p			
		02	p-long			
		03	b			
		04	b-long			
		05	t		01	
		06	t-long		01	
		07	d		01	
		08	d-long		01	
		09	t/c-fricative		02 03 30	
		10	t/c-fricative-long		02 03 30	
		11	d/j-fricative		02 03	
		12	d/j-fricative-long		02 03	
		13	k			
		14	k-long			
		15	g			
		16	g-long			
		17	t/s		04	
		18	t/s-long		04	
		19	d/z		04 31	(limited)
		20	d/z-long		04 31	(limited)
		21	t/s-hacek		05	
		22	t/s-hacek-long		05	
		23	d/z-hacek		05 32	(loan)
				[d/z-hacek-long]	63	
		25	f			
		26	f-long			
		27	v			
		28	v-long			
		29	s		04	
		30	s-long		04	
		31	z		04	
		32	z-long		04	
		33	s-hacek		06 07	
		34	s-hacek-long		06	
		35	z-hacek		06	
		36	z-hacek-long		06	
		37	m			
				[m-labiodental]	62	
		38	m-long			
		39	n		01	
				[eng]	62	
		40	n-long		01	
		41	n-palatal			
		42	n-palatal-long			
		43	l		08	
		44	l-long		09	
		45	r-trill		04 10	
		46	r-trill-long		04	
		47	h			
				[x]	60	
				[c-fricative]	60	
		48	h-long			
		51	i-long		11 33	
		52	u-trema			
		53	u-trema-long		11 12 34	
		54	i		13	
		55	e-long		11	
				[e/yod]	64	(free)
		56	o-trema		35	
		57	o-trema-long		11 12 14	
		58	epsilon		15	
		59	ash		36	(limited)
		60	a-long		11 16	
		61	u-long		11	
		62	u		17	
		63	o		37	
		64	o-long		11	
				[o/w]	64	(free)
		65	alpha		18	
		66	yod		19 38	
				[yod-voiceless]	61	
		67	yod-long			
		68	w		39	(loan)
310	Ostyak	01	p		01	
		02	t-aspirated		02	
				[t]	60	
		03	c		03	
				[t/s-hacek]	04 61	(free)
		04	k-aspirated		05 06	
				[k-prevelar-aspirated]	62	
		05	t/s-hacek-retroflex		07	
				[t-retroflex]	63	(free)
		06	s		02	
		07	s-hacek		30	(loan,limited)
		08	gamma		06 31	
				[x]	64	
				[gamma-prevelar]	62	
		09	m			
				[m-voiceless]	64	
		10	n		02	
				[n-voiceless]	64	
		11	n-palatal		03	
				[n-palatal-voiceless]	64	
		12	n-retroflex		07 32	
				[n-retroflex-voiceless]	64	
		13	eng		06 31	
				[eng-voiceless]	64	
				[eng-prevelar]	62	
		14	l		02	
				[l-voiceless]	64	
		15	l-palatal		03	
				[l-palatal-voiceless]	64	
		16	l-retroflex		07	
				[l-retroflex-voiceless]	64	
		17	r-trill		02	
				[r-trill-voiceless]	64	
		51	i		09	
		52	u-dot		10	
		53	e-mid		09	
				*[o-mid-dot]		
		54	o-mid-dot		10 33 34	(restricted,allo)
				*/e-mid/		
		55	o-mid-dot-over-short		10 13	
		56	ash		09 14	
		57	e-mid-over-short		13 15	
		58	u		09	
		59	i-trema		09	
		60	o-mid		09 34	
		61	o-mid-over-short		13	
		62	a		09 14	
		63	alpha-over-short		13	
				[schwa-over-short]	14 65	
		64	yod			
				[yod-voiceless]	64	
		65	w			
				[w-voiceless]	64	
315	Yurak	01	p			
				[p-long]	60	
		02	p-palatalized			
				[p-long-palatalized]	60	(free)
		03	p-lax		30	
				[p-lax-long]	31 60	(free)
				[b]	61	
		04	p-lax-palatalized			
		05	t		01	
				[t-long]	60	
		06	t-palatalized		01	
		07	t-lax		01	
				[eth]	62	(allo,free)
				[d]	63	
		08	t-lax-palatalized		01	
		09	k		30	
				[g]	64	
				[k-long]	60	
		10	t/s		01	
				[d/z]	64	
		11	t/s-palatalized		01 30	
				[d/z-palatalized]	64	
		12	s		01	
				[z]	64	
				[s-long]	60	(free)
		13	s-palatalized		01	
				[z-palatalized]	64	
				[s-long-palatalized]	60	
		14	x		33	
				[x-palatalized]	34 68	
		15	m			
				[m-long]	60	(free)
		16	m-palatalized			
				[m-long-palatalized]	60	(free)
		17	n		01	
				[n-long]	60	(free)
		18	n-palatalized		01	
				[n-long-palatalized]	60	(free)
		19	eng			
		20	l		01	
				[l-long]	60	(free)
		21	l-palatalized		01	
				[l-long-palatalized]	60	(free)
		22	r-trill		01 30	
				[r-trill-long]	60	(free)
		23	r-trill-palatalized		01	
		24	glottal stop		36	
		51	i			
				[i-trema]	69	
		52	i-over-short			
				[i-trema-over-short]	69	
		53	e-mid			
				[e-mid-trema]	69	
		54	u			
				[u-trema]	70	
		55	u-over-short			
				[u-trema-over-short]	70	
		56	o-mid			
				[o-mid-trema]	70	
		57	a			
				[a-front]	70	
		58	a-over-short			
				[a-front-over-short]	70	
		59	yod		37	
				[yod-long]	60	(free)
		60	w		02	
				[w-long]	60	(free)
320	Turkish	01	p-aspirated			
		02	b			
		03	t-aspirated			
		04	d			
		05	c-aspirated		01 30 60	(loan,allo)
				*/k-aspirated/		
		06	j		01 30 60	(loan,allo)
				*/g/		
		07	k-aspirated		02	
				*[c-aspirated]		
		08	g		02	
				*[j]		
		10	t/s-hacek-aspirated			
		11	d/z-hacek			
		12	f			
		13	v			
				[beta]	61	(free)
		14	s		03	
		15	z			
		16	s-hacek			
		17	z-hacek			
		20	m			
		21	n			
				[n-palatal]	62	
				[eng]	62	
		22	l-palatal		30 60	(loan,allo)
				*/l/		
				[l-palatal-voiceless]	63	
		23	l			
				*[l-palatal]		
		24	r-flap			
				[r-fricative-retroflex]	64	
				[r-fricative-retroflex-voiceless]	63	
		25	glottal stop		32 33	(loan,transitional)
		26	h			
		50	i			
				[iota]	65	
		51	i-long		34 35	
		52	u-trema			
		53	u-trema-long		35	
		54	epsilon			
				[ash]	09 66	
		55	epsilon-long		34 35	
		56	o-open-trema			
		57	o-open-trema-long		35	
		58	a			
				[a-front]	67	
		59	a-long		34 35	
		60	u			
				[upsilon]	65	
		61	u-long		34 35	
		62	i-trema			
		63	i-trema-long		35	
		64	o-mid			
				[o-open]	11 68	
		65	o-mid-long		35	
		66	yod			
325	Azerbaijani	01	p-aspirated			
				[p-unreleased]	60	
				[phi]	63	(free)
		02	p		30	
				*[w]		
				[b]	64	
				[beta]	64	(free)
				[b-unreleased-half-voice]	65	
		03	t-aspirated			
				[t-unreleased]	60	
				[theta]	63	(free)
		04	t		30	
				[d]	64	
				[eth]	64	(free)
				[d-unreleased-half-voice]	65	
				[eth-approximant]	66	(free)
		05	c-aspirated		01	
				[c-unreleased]	61	
				[c-fricative]	63	
		06	c		01 30	
				[j]	64	
				[j-fricative]	64	(free)
				[j-unreleased-half-voice]	65	
		07	k-aspirated			
				[k-unreleased]	61	
		08	k		03 30	(loan)
				*[gamma]		
				[g]	64	
				[g-unreleased-half-voice]	65	(free)
		10	t/s-hacek		02	
		11	d/z-hacek		02	
		12	f		03 04	(loan)
		13	v			
				[w]	66 67	(allo,free)
				*/p/		
		14	s		04	
		15	z			
				[z-half-voice]	68	
		16	s-hacek		05	
		17	z-hacek		05 06	
				[z-hacek-half-voice]	68	
		18	x			
		19	gamma		64	(allo,tag(+))
				*/k/		
				[yod-trema]	69	(free)
		20	m			
				[m-labiodental]	70	
		21	n			
				[eng]	70	
		22	l			
				[l-velarized]	71	
		23	r-fricative		07	
				[r-flap]	08 72	
				[r-fricative-voiceless]	72	
				[r-trill]	72	(free)
		24	h		09	
		25	glottal stop		10	(transitional)
		51	iota			
				[i]	73	
				[iota-voiceless-over-short]	74	
		52	upsilon-trema			
				[u-trema]	75	
				[upsilon-trema-voiceless-over-short]	74	
		53	epsilon		11	
				[e]	76	
		54	o-trema			
		55	a-front			
				[a]	77	
		56	upsilon		12	
				[u]	78	
				[upsilon-voiceless-over-short]	74	
		57	iota-trema			
				[caret]	79	
				[iota-trema-voiceless-over-short]	74	
		58	o			
				[o-open]	80	
		59	alpha-unrounded			
		60	yod			
330	Kirghiz	01	p-aspirated			
				*[p]		
		02	p		01 60	(tag(+),allo)
				*/p-aspirated/		
				[p-palatalized]	61	
				[b]	62	
		03	t-aspirated			
				*[t]		
		04	t		01 60	(tag(+),allo)
				*/t-aspirated/		
				[d]	62	
		05	q-aspirated			
				*[q]		
				*[k]		
				[k-aspirated]	63	
		06	q		01 60	(tag(+),allo)
				*/q-aspirated/		
				[q-voice]	62	
				[g]	64	
				[k]	66 67	
				*/q-aspirated/		
		07	t/s		02	
		08	t/s-hacek		03 04	
		09	f			
		10	s			
				[s-palatalized]	65	
		11	z			
		12	s-hacek		04	
		15	x			
		16	m			
				[m-palatalized]	68	
		17	n			
		18	eng			
		19	l			
				[l-velarized]	69	
		20	r-trill			
		51	iota			
				[i]	70	
		52	iota-long		30	
		53	u-trema		06	
				[upsilon-trema]	71	
		54	u-trema-long		30	
		55	epsilon			
				[e]	70	
		56	epsilon-long		30	
		57	o-trema			
		58	o-trema-long		30	
		59	iota-bar			
				[i-bar]	70	
		60	iota-bar-long		30	
		61	a			
				[ash]	72	
		62	upsilon			
		63	upsilon-long		30	
		64	o			
		65	o-long		30	
		66	alpha-long		07 30	
		67	yod			
		68	beta			
				[w]	73	
335	Chuvash	01	p			
				[b-half-voice]	60	
		02	b		30	(loan)
		03	t			
				[d-half-voice]	60	
		04	t-palatalized		01	
		05	d		30	(loan)
		06	k			
				[g-half-voice]	60	
				[k-palatalized]	61	
		07	g		30	(loan)
		08	t/s		30	(loan)
		09	t/s-hacek		02	
		10	f		30	(loan)
		11	s			
		12	z		30	(loan)
		13	s-hacek		02	
		14	c-fricative		03	
		15	z-hacek		02 30	(loan)
		16	x			
		17	m			
		18	m-long			
		19	n			
				[eng]	62	
		20	n-palatalized		01	
		21	n-long			
		22	l			
		23	l-palatalized		01	
		24	l-long			
		25	r			
		26	r-long			
		51	i			
				[i-backed]	63	
		52	u-trema			
		53	e-mid		04	
		54	o-mid-trema		05 06	
		55	u			
		56	i-trema		31	
		57	o-mid		32	(loan)
		58	o-open-over-short		05	
				[schwa-over-short]	64	
		59	alpha-unrounded			
		60	yod			
		61	yod-long			
		62	w		07	
		63	w-long			
340	Yakut	01	p		30	(limited,loan)
		02	p-long			
		03	b			
				[p-unreleased]	60	
		04	t			
				[t-unreleased]	60	
				[t-palatalized]	02 61	
		05	t-long			
		06	d			
				[d-palatalized]	61	
		07	k			
				[k-aspirated]	62	
				[k-palatalized]	03 61	
				[q/x-uvular-aspirated]	04 63	
		08	k-long			
				[q/x-uvular-aspirated-long]	04 63	
		09	g		32	
				[g-palatalized]	65	
				[gamma]	66	
				[gamma-uvular]	33	
		10	t/s-hacek			
		11	t/s-hacek-long			
		12	d/z-hacek		05	
		13	d/z-hacek-long			
		14	f		34	(loan)
		15	v		34	(loan)
		16	s		06	
				[h]	07 67	
				[h-voice]	67	
				[s-palatalized]	61	
		17	s-long			
		18	z		34	(loan)
		19	s-hacek		34 35	(loan,limited)
		20	z-hacek		34	(loan)
		21	m			
		22	m-long			
		23	n		09	
				[n-palatalized]	61	
		24	n-long			
		25	n-palatal			
		26	n-palatal-long			
		27	eng			
				[eng-palatalized]	61	
		28	eng-long			
		29	l		10	
				[l-palatalized]	11 68	
		30	l-long			
		31	r-trill		12 36	
				[r-flap]	69	
		51	i			
		52	i-long			
		53	u-trema			
		54	u-trema-long			
		55	epsilon		13	
		56	epsilon-long			
		57	o-open-trema			
		58	o-open-trema-long			
		59	u			
		60	u-long			
		61	i-trema			
		62	i-trema-long			
		63	o-open			
		64	o-open-long			
		65	a		14	
		66	a-long			
		67	yod		37	
		68	yod-nasalized		37	
345	Khalkha	01	p-aspirated		30	(loan)
		02	b			
				*[beta]		
				*[phi]		
				[p]	60	
		03	t-aspirated		01	
		04	d			
				[t]	60	
		05	k-aspirated		31	(loan)
		06	g			
				*[x]		
				[k]	60	
				[gamma]	62	
				[q]	61	
				[gamma-uvular]	63	
		07	t/s-aspirated		01	
		08	d/z			
				[t/s]	60	
		09	t/s-hacek-aspirated		01	
		10	d/z-hacek			
				[t/s-hacek]	60	
		11	phi		02 32 64	(allo,loan)
				*/b/		
		12	beta		33 65	(allo,loan)
				*/b/		
		13	s			
		14	s-hacek			
		15	x		66	(tag(+),allo)
				*/g/		
				[x-uvular]	67	
		16	m			
		17	n			
				[eng]	34 68	
		19	l			
				*[l-voiceless]		
		20	l-voiceless		35 69	(allo,loan)
				*/l/		
		21	r-trill			
				[r-trill-voiceless]	69	
		51	i			
				[a]		
				[i-over-short]	03 70	
		52	iota-long		04	
		53	e			
				*[schwa-over-short]		
		54	e-long		04	
		55	u-dot			
				[u-trema]	71	
		56	u-dot-long		04	
				[u-trema-long]	71	
		57	o-mid-dot			
				[o-mid-trema]	71	
				[schwa-over-short]	76	(allo,neutral)
				*/e/		
		58	o-mid-dot-long		04	
		59	upsilon			
		60	o-mid-long		04	
		61	o-open			
				*[caret-over-short]		
				[o-open-dot]	72	
		62	o-open-long		04	
		63	alpha-unrounded			
				[caret-over-short]	05 75	(allo,neutral)
				*/o-open/		
				[a]	75	(allo,neutral)
				*/i/		
		64	alpha-unrounded-long		04	
				[a-long]	73	
				[a-front-long]	74	
		65	yod			
350	Even	01	p		30	(limited,loan)
				[p-palatalized]	60	
		02	b		01 31	
				[b-palatalized]	60	
		03	t		02	
		04	d		01	
		05	k			
				[q]	61	
				[k-palatalized]	60	
		06	g			
				[gamma]	62	
				[g-palatalized]	60	
				[gamma-palatalized]	60 62	
		07	t/s-hacek			
				[t-palatalized]		(free)
		08	d/z-hacek			
				[d-palatalized]		(free)
		09	beta		32	
				[phi]	33 63	
				[beta-palatalized]	60	
		10	s		03	
				[c-fricative]	64	
				[h]	64	
		11	z		34	(loan)
		12	m			
				[m-palatalized]	60	
		13	n			
		14	n-palatal			
		15	eng			
				[eng-palatalized]	60	
		16	l			
				[l-velarized]	04 65	
				[l-palatalized]	65	
		17	r-trill		06 35	
		51	iota			
				[iota-backed]	07 66	
		52	i-long			
				[i-long-backed]	07 66	
		53	iota-retracted		08	
				[e-retracted]	67	(free)
				[iota-backed-retracted]	66	
		54	i-long-retracted		08	
				[i-long-backed-retracted]	66	
		55	yod/e			
		57	epsilon			
				[epsilon-dot-over-short]	68	
		58	epsilon-long			
		59	yod/ash		10	
		60	a		10	
				[alpha-unrounded]	69	
				[ash-dot-over-short]	68	
		61	a-long		10	
		62	u		11	
		63	u-long			
		64	upsilon-retracted		08 11	
		65	upsilon-long-retracted		08 11	
		66	o		11	
		67	yod/o-long		11 12	
		68	o-open		11	
		69	o-open-long			
		70	yod			
355	Yukaghir	01	p			
		02	b			
		03	t		01	
		04	d		01	
		05	c		02 03	
		06	j		02	
		07	k			
		08	g			
		09	q			
				[x]	04 60	(free)
		10	s		01	
		11	gamma-uvular			
				[q-voice]	61	
		12	m			
		13	n		01	
		14	n-palatal		02	
		15	eng			
		16	l		01 02	
		17	l-velarized		01	
		18	r-trill		01	
		51	iota			
				[i]	62	
		52	iota-long			
		53	epsilon			
				[e]	62	
		54	epsilon-long			
		55	o-mid-dot		05 30	
		56	o-mid-dot-long		05 06	
		57	a-front			
				[a]	63	
		58	a-front-long			
				[a-long]	63	
		59	u			
		60	u-long			
		61	o-mid		07	
		62	o-mid-long			
		63	yod			
		64	w			
360	Gilyak	01	p			
				[p-palatalized]	60	
		02	p-aspirated			
				[p-aspirated-palatalized]	60	
		03	b		30	(surface)
				[b-palatalized]	60	
		04	t			
		05	t-aspirated			
				[t-aspirated-palatalized]	60	
		06	d		30	(surface)
		07	c			
				[c-palatalized]	60	
		08	j		30	(surface)
				[j-palatalized]	60	
		09	k			
				[k-palatalized]	60	
		10	k-aspirated			
				[k-aspirated-palatalized]	60	
		11	g		30	(surface)
				[g-palatalized]	60	
		12	q			
				[q-palatalized]	60	
		13	q-aspirated			
				[q-aspirated-palatalized]	60	
		14	q-voice		30	(surface)
				[q-voice-palatalized]	60	
		15	t/s-hacek-aspirated		03	
				[t/s-hacek-aspirated-palatalized]	60	
		16	f			
				[f-palatalized]	60	
		17	v-approximant		01	
				[v-approximant-palatalized]	60	
		18	s			
				*[s-palatalized]		
		19	s-palatalized		31	(restricted,allo)
				*/s/		
		20	z			
				[z-palatalized]	60	
		21	x			
				[x-palatalized]	60	
		22	gamma			
				[gamma-palatalized]	60	
		23	x-uvular			
				[x-uvular-palatalized]	60	
		24	gamma-uvular			
				[gamma-uvular-palatalized]	60	
		25	m			
				[m-palatalized]	60	
		26	n			
		27	n-palatal			
				[n-palatal-palatalized]	60	
		28	eng			
				[eng-palatalized]	60	
		29	l			
				[l-palatalized]	60	
		30	r-trill			
				[r-trill-palatalized]	60	
		31	r-trill-voiceless			
				[r-trill-voiceless-palatalized]	60	
		32	h			
				[h-palatalized]	60	
				[h-voice]	61	
		51	iota			
				[i]	62	
		52	i-long		32	(surface)
		53	yod/e-mid			
				[e-mid]	63	
		54	e-trema			
		55	ash			
		56	ash-long		32	(surface)
		57	u		02	
		58	u-long		32	(surface)
		59	o-mid			
		60	o-mid-long		32	(surface)
		61	yod			
		62	w		33	
365	Chukchi	01	p		01	
		02	t		01 02	
		03	k		03	
				[k/x]	60	(free)
				[k-aspirated]	61	
		04	q			
				[q/x-uvular]	60	(free)
		05	t/s		04 30	(limited)
		06	s-palatalized			
				[s-hacek]	05 62	
				[t/s-hacek]	62	
		07	gamma			
				[x]	63	
				[gamma-labialized]	06 64	
		08	m			
		09	n			
				[n-palatalized]	65	
		10	eng			
		11	l-fricative			
				[t/l-fricative]	60	(free)
				[t/l-fricative-voice]	66	(free)
		12	r-fricative-retroflex			
				[r-trill-retroflex]	07	(free)
		13	glottal stop		31	
		51	iota			
				*[e]		
				[e-glide/iota]	67 68	
		52	e		69	(tag(+),allo)
				*[a-glide/e]		
				*/iota/		
				[ash-dot]	69	
		53	epsilon			
		54	schwa-over-short		08	
				[o-mid-dot-over-short]	70	
				[a-glide/schwa]	68	
		55	a			
				[a-glide/e]	67 68	
				*/e/		
		56	u		09	
				[o-dot]	69	
				[o-glide/u]	67	
		57	o		09	
		59	yod			
				[yod-voiceless]	71	
				[j-fricative]		(free)
		60	w			
				[phi]	72	(allo,free)
370	Ainu	01	p			
				[b]	60	
