"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
						"ɔːɒ̯ˤ"	"""often pronounced as pharynɡealized diphthonɡs"""											
				"ɞʏ̯"		"ɞʏ̯"												
				"ae̯"		"ae̯"												
				"aɵ̯"		"aɵ̯"												

2233	"vie"	"Vietnamese"	"Hanoi Vietnamese"	"p"		"p"		"vie_kirby2011"										
						"p̚"	"""in final position"""											
						"ɓ"	"""in initial position"""											
						"b"	"""in initial position"""											
				"m"	"""in initial and final position"""	"m"												
				"w"	"""initial position"""	"w"												
						"ʊ̯"	"""in final position: lesser deɡree of closure"""											
				"f"	"""initial position"""	"f"												
				"v"	"""initial position"""	"v"												
				"t̪"		"t̪"	"""in initial position"""											
						"t̻"	"""in initial position"""											
						"t̚"	"""In final position /t n/ are canonically alveolar, thouɡh it is not clear if they are chiefly laminal or apical"""											
				"t̪ʰ"	"""initial position"""	"t̪ʰ"	"""in initial position"""											
						"t̻ʰ"	"""in initial position"""											
				"n̪"	"""Apico-alveolar in initial position; In final position /t n/ are canonically alveolar, thouɡh it is not clear if they are chiefly laminal or apical"""	"n̪"												
				"l̪"		"l̪"												
				"ɗ"	"""in initial position"""	"ɗ"												
				"s"	"""in initial position"""	"s"												
				"z"	"""in initial position"""	"z"												
				"tɕ"	"""in initial position"""	"tɕ"												
				"ɲ"	"""in initial position"""	"ɲ"												
				"k"		"k"	"""in initial position"""											
						"k̚"	"""in final position"""											
						"k̟"	"""if in final position, followinɡ /i e ɛ/: pre-velar"""											
						"kp"	"""Followinɡ back rounded vowels, the velar stops are produced as doubly articulated labial-velars"""											
				"ŋ"	"""in initial and final position"""	"ŋ"												
						"ŋ̟"	"""if in final position, followinɡ /i e ɛ/: pre-velar"""											
						"ŋm"	"""Followinɡ back rounded vowels, the velar stops are produced as doubly articulated labial-velars"""											
				"x"	"""in initial position"""	"x"												
				"ɣ"	"""in initial position"""	"ɣ"												
				"ʔ"	"""in initial position"""	"ʔ"												
				"h"	"""in initial position"""	"h"												
				"j"	"""in final position"""	"j"												
				"i"		"i"												
				"e"		"e"												
				"ɛ"		"ɛ"												
				"ɛː"	"""there do exist a small number of lexical pairs which provide evidence for a lenɡth distinction between the vowels /ɛ ɔ/"""	"ɛː"												
				"a"		"a"												
				"aː"	"""lenɡth only disctinctive in closed syllables"""	"aː"												
				"ɯ"		"ɯ"												
						"ɯ̽"	"""frequently realized as midcentralized"""											
						"i"	"""/ɯ ɯəw/ neutralize to [iw] in colloquial Hanoi speech"""											
				"ɤ"		"ɤ"												
				"ɤː"	"""lenɡth only disctinctive in closed syllables"""	"ɤː"												
				"u"		"u"												
				"o"		"o"												
				"ɔ"		"ɔ"												
				"ɔː"	"""there do exist a small number of lexical pairs which provide evidence for a lenɡth distinction between the vowels /ɛ ɔ/"""	"ɔː"												
				"iə"		"iə"												
				"ɯə"		"ɯə"												
				"uə"		"uə"												
				"˦"	"level"	"˦"												
				"˦˨"	"""mid fallinɡ, accompanied by a breathy voice quality"""	"˦˨"												
				"˩˧"	"risinɡ"	"˩˧"												
				"˧˥"	"""risinɡ checked"""	"˧˥"												
				"˨"	"""low: ɡlottalized"""	"˨"												
				"˧˩"	"""low checked"""	"˧˩"												
				"˦˩˨"	"""low fallinɡ; accompanied by a breathy voice quality"""	"˦˩˨"												
				"˥˩˩˥"	"broken"	"˥˩˩˥"												

2234	"sje"	"Pite Saami"		"p"		"p"		"sje_Wilbur2014_phon"										
						"pʰ"	"postaspirated word-finally / When preceding a non-homorganic plosive or affricate, a short aspiration occurs between the two segments"											
						"p̚"	"the closure is not released when a homorganic consonant follows"											
				"ʰpː"		"hpː"												
				"pː"		"pː"												
				"ʰp"		"hp"	"if preceded by other vowel than /i/"											
						"p̥"	"if preceded by voiced consonant"											
						"çp"	"if preceded by front high vowel /i/"											
				"m"		"m"												
						"mm̥"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"mː"		"mː"												
						"mm̥ː"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"f"		"f"												
				"fː"		"fː"												
				"v"		"v"												
						"vv̥"	"When the voiced fricative phoneme /v/ precedes a preaspirated segment, it becomes devoiced towards the end of its realization as [vv̥]"											
						"ʋ"	"free variation"											
						"w"	"frequently in word-initial position"											
				"vː"		"vː"												
						"vv̥ː"	"When the voiced fricative phoneme /v/ precedes a preaspirated segment, it becomes devoiced towards the end of its realization as [vv̥]"											
						"ʋː"	"free variation"											
				"t"		"t"	"frequently in word-initial position"											
						"tʰ"	"postaspirated word-finally / When preceding a non-homorganic plosive or affricate, a short aspiration occurs between the two segments"											
						"t̚"	"the closure is not released when a homorganic consonant follows"											
				"ʰt"		"ht"	"if preceded by other vowel than /i/"											
						"t̥"	"if preceded by voiced consonant"											
						"çt"	"if preceded by front high vowel /i/"											
				"tː"		"tː"												
				"ʰtː"		"htː"												
				"ts"														
				"ʰts"		"hts"	"if preceded by other vowel than /i/"											
						"t̥s"	"if preceded by voiced consonant"											
						"çts"	"if preceded by front high vowel /i/"											
				"tsː"		"tːs"												
				"ʰtsː"		"ʰtːs"												
				"s"														
				"sː"														
				"n"		"n"												
						"nn̥"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"nː"		"nː"												
						"nn̥ː"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"r"		"r"												
						"rr̥"	"It becomes devoiced [rr̥] towards the end of its realization when preceding a preaspirated phoneme"											
						"ɾ"	"In rapid speech, it is often realized as an alveolar tap [ɾ], particularly intervocalically"											
						"r̥"	"Word-finally, it is also optionally completely devoiced as [r̥]"											
				"rː"		"rː"												
						"rr̥ː"	"It becomes devoiced [rr̥ː] towards the end of its realization when preceding a preaspirated phoneme"											
				"l"		"l"												
						"ll̥"	"It becomes devoiced [ll]̥ towards the end of its realization when preceding a preaspirated phoneme."											
				"lː"		"lː"												
						"ll̥ː"	"it becomes devoiced [llː̥ ] towards the end of its realization when preceding a preaspirated phoneme."											
				"t̠ʃ"		"t̠ʃ"												
				"ʰt̠ʃ"		"ht̠ʃ"	"if preceded by other vowel than /i/"											
						"t̥ʃ"	"if preceded by voiced consonant"											
						"çt̠ʃ"	"if preceded by front high vowel /i/"											
				"t̠ʃː"		"tːʃ"												
				"ʰt̠ʃː"		"htːʃ"												
				"ʃ"		"ʃ"												
				"ʃː"		"ʃː"												
				"ɲ"		"ɲ"												
						"ɲ̥"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"ɲː"		"ɲː"												
						"ɲ̥ː"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"j"		"j"												
						"jj̥"	"It becomes devoiced [jj̥] towards the end of its realization when preceding a preaspirated phoneme"											
				"jː"		"jː"												
						"jj̥ː"	"It becomes devoiced [jj̥ː] towards the end of its realization when preceding a preaspirated phoneme"											
				"k"		"k"												
						"kʰ"	"postaspirated word-finally / When preceding a non-homorganic plosive or affricate, a short aspiration occurs between the two segments"											
						"k̚"	"the closure is not released when a homorganic consonant follows"											
				"ʰk"		"hk"	"if preceded by other vowel than /i/"											
						"k̥"	"if preceded by voiced consonant"											
						"çk"	"if preceded by front high vowel /i/"											
				"kː"		"kː"												
				"ʰkː"		"ʰkː"												
				"ŋ"		"ŋ"												
						"ŋŋ̥"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"ŋː"		"ŋː"												
						"ŋŋ̥ː"	"the devoiced allophones are triggered by a following preaspirated phoneme"											
				"ɲ"		"ɲ"												
						"ɲɲ̥"												
				"ɲː"		"ɲː"												
						"ɲɲ̥ː"												
				"h"		"h"												
				"a"		"a"												
						"ɑ"	"When preceding /v/, such as before the suffix -v acc.sg or -v 1sg.prs, /a/ is usually pronounced more to the back towards [ɑ]."											
				"aː"		"aː"												
						"ɑː"	"When preceding /v/, such as before the suffix -v acc.sg or -v 1sg.prs, /a/ is usually pronounced more to the back towards [ɑ]."											
				"ɛ"														
				"i"		"ɪ"												
						"i"	"When a palatal approximant /j/ immediately follows, this triggers a slight raising of /i/ so that it is closer to [i]."											
				"u"		"u"												
						"ʊ"	"in V2 and V3 positions it is even less close and essentially [ʊ]"											
				"ɔ"														
				"e"		"ie"	"in V1 position"											
						"e"	"in V2 position"											
				"o"		"uo"	"in V1 position"											
						"o"	"in V2 position"											
				"ua"		"ʊɛ"	"due to vowel harmony"											
						"ʊa"												

2235	"sme"	"Northern Saami"	"Guovdageaidnu"	"p"				"sme_BallsOddenRich2005"										
				"pː"														
				"ʰp"														
				"ʰpː"														
				"t"														
				"tː"														
				"ʰt"														
				"ʰtː"														
				"ts"														
				"tsː"														
				"ʰts"														
				"ʰtsː"														
				"t̠ʃ"														
				"t̠ʃː"														
				"ʰt̠ʃ"														
				"ʰt̠ʃː"														
				"k"														
				"kː"														
				"ʰk"														
				"ʰkː"														
				"f"														
				"fː"														
				"s"														
				"sː"														
				"ʃ"														
				"ʃː"														
				"h"														
				"b"														
				"bː"														
				"d"														
				"dː"														
				"dz"														
				"dzː"														
				"d̠ʒ"														
				"d̠ʒː"														
				"ɡ"														
				"ɡː"														
				"v"		"β"	"/v/ is realized as a labiodental fricative [v] in the syllabe onset (before a vowel), and as a bilabial [β] or [w] in the syllable code (before a consonant)"											
				"vː"														
				"ð"														
				"ðː"														
				"l"														
				"lː"														
				"r"														
				"rː"														
				"j"														
				"jː"														
				"ʎ"														
				"ʎː"														
				"m"														
				"mː"														
				"ˀm"														
				"ˀmː"	"written /mʔm/ in the text"		"Geminated glottalized nasals are realised with the glottalization in between the two consonants"											
				"n"														
				"nː"														
				"ˀn"														
				"ˀnː"	"written /nʔn/ in the text"		"Geminated glottalized nasals are realised with the glottalization in between the two consonants"											
				"ɲ"														
				"ɲː"														
				"ˀɲ"														
				"ˀɲː"	"written /ɲʔɲ/ in the text"		"Geminated glottalized nasals are realised with the glottalization in between the two consonants"											
				"ŋ"														
				"ŋː"														
				"i"														
				"e"														
				"a"														
				"o"														
				"u"														
				"iː"														
				"eː"														
				"aː"														
				"oː"														
				"uː"														
				"ua"	"Joshua Wilber, pc: there is only one phonemic diphthong /u͡a/. Phonetically, stressed vowels tend to get slightly diphthongized"													

2236	"byw"	"Belhare"		"k"		"k"	"voiced between sonorants (vowels, nasals), unreleased in coda position"	"Bickel2016Belhare"										
				"k"		"ɡ"	"voiced between sonorants (vowels, nasals), unreleased in coda position"											
				"k"		"k̚"	"voiced between sonorants (vowels, nasals), unreleased in coda position"											
				"kʰ"		"kʰ"	"voiced between sonorants (vowels, nasals)"											
				"kʰ"		"ɡ̤"	"voiced between sonorants (vowels, nasals)"											
				"ɡ"		"ɡ"												
				"<ɡʱ>"	"in loanwords only"	"ɡ̤"	"breathy"											
				"ŋ"		"ŋ"												
				"t"		"t̠"	"postalveolar is the default, secondary glottal release before laterals, ʔ before palatal glides, voiced between nasals and vowels, tap between vowels or vowels and h, unreleased in coda position"											
