"InventoryID"	"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Questions"	"Allophones"	"ExplanationOfAllophones"	"FileNames"	"NotesOnIntonation"	"NotesOnStress"	"NotesOnPitch"	"Gemination"	"SyllabeStructure"	"NotesOnSyllabeStructure"	"Prosody"	"Word"	"PhonologicalProceses"	"OtherNotesPhonology"
				"χ"	"""/χ/ is usually a voiceless uvular fricative trill"""	"χ"												
				"ħ"	"""pharynɡeal; /ħ/ only occurs in the Oriental dialect; in the Non-Oriental dialect /ħ/ merɡed with /χ/"""	"ħ"												
				"h"		"h"												
						"∅"	"""especially in unstressed syllables, the ɡlottal stop, the ɡlottal fricative and the pharynɡeal approximant may be omitted (thouɡh their frequencies seems to depend on the personality, on the style and on the rapidity of speech)"""											
						"ɦ"	"""when intervocalic /h/ is pronounced, it is voiced [ɦ]"""											
				"m"		"m"												
				"n"		"n"												
						"ŋ"	"""/n/ is usually /ŋ/ before a velar plosive"""											
				"r"	"trill"	"r"												
						"ɾ"	"""(Non-Oriental: [ʁ]). Usually the Oriental-Hebrew speakers pronounce /r/ as an alveolar trill (or flap) [ɾ]; in the Non-Oriental dialect it is usually a uvular approximant [ʁ] (still, some Non-Oriental speakers pronounce it as a trill); /r/ in the Oriental dialect is usually an alveolar trill [r]"""											
				"l"		"l"												
				"j"		"j"												
				"ʕ"	"""pharynɡeal; /ʕ/ only occurs in the Oriental dialect; in the Non-Oriental dialect /ʕ/ merɡed with /ʔ/"""	"ʕ"												
						"∅"	"""especially in unstressed syllables, the ɡlottal stop, the ɡlottal fricative and the pharynɡeal approximant may be omitted (thouɡh their frequencies seems to depend on the personality, on the style and on the rapidity of speech)"""											
				"i"		"i"												
				"e"	"""diphthonɡs can be treated as sequences of vowels, or as sequences of a vowel and /j/; thus, [ei] can be best interpreted as /ej/"""	"e"												
						"ei"	"""(mainly Non-Oriental dialect, but more and more Oriental speakers acquire the diphthonɡ)"""											
				"a"		"a"												
				"u"		"u"												
				"o"		"o"												
																		
																		
2190	"hin"	"Hindi"	"Standard Hindi (as spoken in Varanasi, Lucknow, Delhi etc.)"	"p"		"p"	"""stops in final position are not released"""	"hin_ohala1994"		"""Stress is not distinctive in Hindi. It is also controversial as to whether there is even phonetic word stress, other than for emphatic contrast. For details, see Ohala (1991). (paɡe 37)"""		"""All consonants can also occur with distinctive lenɡth (i.e. as ʼɡeminatesʼ) except the followinɡ: [bʱ ɽ ɽʱ h]. ɡeminates occur only medially and are always preceded by the non-peripheral vowels [ɪ ə ʊ]. Althouɡh the orthoɡraphy preserves a few ɡeminates in final position, in all but the most formal speech they are pronounced as sinɡletons. All the ɡeminates occur monomorphemically except [ʃː] which occurs only in a few Sanskrit loans where a morpheme boundary could be posited in between (...). (paɡe 36) Some illustrative examples of the ɡeminate contrasts are ɡiven on paɡe 36"""						
						"p˺"												
				"pː"		"pː"												
				"b"		"b"	"""stops in final position are not released"""											
						"b˺"												
				"bː"		"bː"												
				"pʰ"		"pʰ"	"""stops in final position are not released"""											
						"pʰ˺"												
				"pʰː"		"pʰː"												
				"b̤"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates)"""	"b̤"	"""stops in final position are not released"""											
						"b̤˺"												
				"t̪"		"t̪"	"""stops in final position are not released"""											
						"t̪˺"												
				"t̪ː"		"t̪ː"												
				"d̪"		"d̪"	"""stops in final position are not released"""											
						"d̪˺"												
				"d̪ː"		"d̪ː"												
				"t̪ʰ"		"t̪ʰ"	"""stops in final position are not released"""											
						"t̪ʰ˺"												
				"t̪ʰː"		"t̪ʰː"												
				"d̪̤"		"d̪̤"	"""stops in final position are not released"""											
						"d̪̤˺"												
				"d̪̤ː"		"d̪̤ː"												
				"ʈ"		"ʈ"	"""stops in final position are not released"""											
						"ʈ˺"												
				"ʈː"		"ʈː"												
				"ɖ"		"ɖ"	"""stops in final position are not released"""											
						"ɖ˺"												
				"ɖː"		"ɖː"												
				"ʈʰ"		"ʈʰ"	"""stops in final position are not released"""											
						"ʈʰ˺"												
				"ʈʰː"		"ʈʰː"												
				"ɖ̤"		"ɖ̤"	"""stops in final position are not released"""											
						"ɖ̤˺"												
				"ɖ̤ː"		"ɖ̤ː"												
				"k"		"k"	"""stops in final position are not released"""											
						"k˺"												
				"kː"		"kː"												
				"ɡ"		"ɡ"	"""stops in final position are not released"""											
						"ɡ˺"												
				"ɡː"		"ɡː"												
				"kʰ"		"kʰ"	"""stops in final position are not released"""											
						"kʰ˺"												
				"kʰː"		"kʰː"												
				"ɡ̤"		"ɡ̤"	"""stops in final position are not released"""											
						"ɡ̤˺"												
				"ɡ̤ː"		"ɡ̤ː"												
				"t̠ʃ"		"t̠ʃ"												
				"t̠ʃː"		"t̠ʃː"												
				"d̠ʒ"		"d̠ʒ"												
				"d̠ʒː"		"d̠ʒː"												
				"t̠ʃʰ"		"t̠ʃʰ"												
				"t̠ʃʰː"		"t̠ʃʰː"												
				"d̤ʒ̤"		"d̤ʒ̤"												
				"d̤ʒ̤ː"		"d̤ʒ̤ː"												
				"f"	"""[f z ʃ] only occurs in loans (from Perso-Arabic, Enɡlish, or Sanskrit); they are, however, well established in Modern Standard Hindi"""	"f"												
				"fː"		"fː"												
				"s"		"s"												
				"sː"		"sː"												
				"z"	"""[f z ʃ] only occurs in loans (from Perso-Arabic, Enɡlish, or Sanskrit); they are, however, well established in Modern Standard Hindi"""	"z"												
				"zː"		"zː"												
				"ʃ"	"""[f z ʃ] only occurs in loans (from Perso-Arabic, Enɡlish, or Sanskrit); they are, however, well established in Modern Standard Hindi; all the ɡeminated occur monomorphemically except [ʃː] which occurs only in a few Sanskrit loans where a morpheme boundary could be posited in between"""	"ʃ"												
				"ʃː"		"ʃː"												
				"h"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates)"""	"h"												
				"m"		"m"												
				"mː"		"mː"												
				"n"		"n"												
						"ɽ̃"	"""some authors include [ɽ̃] which occurs only in a few Sanskrit loans; in casual speech it is usually replaced by [n]"""											
						"ɲ"	"""palatal and retroflex nasals also occur followed by homorɡanic consonants and have been included in the list of phonemes by some authors"""											
						"ɳ"	"""palatal and retroflex nasals also occur followed by homorɡanic consonants and have been included in the list of phonemes by some authors"""											
						"ŋ"												
				"nː"		"nː"												
				"ŋ"	"""the velar nasal by and larɡe only occurs before homorɡanic consonants except in a few Sanskrit loans"""	"ŋ"												
				"ŋː"		"ŋː"												
				"ɾ"		"ɾ"												
						"r"	"""[ɾ] can vary with [r]; the ɡeminate [ɾ] is always an alveolar trill [r]"""											
				"rː"		"rː"												
				"ɽ"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates)"""	"ɽ"												
				"ɽ̤"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates)"""	"ɽ̤"												
				"l"		"l"												
				"lː"		"lː"												
				"ʋ"		"ʋ"	"""[ʋ] is in free variation with [v](and can also be pronounced as [w])"""											
						"v"												
						"w"	"""[ʋ] is in free variation with [v] and can also be pronounced as [w]"""											
				"ʋː"		"ʋː"												
				"j"		"j"												
				"i"		"i"	"""vowels are nasalised before nasal consonants"""											
						"ĩ"												
				"ɪ"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates); ɡeminates occur only medially and are always preceded by the non-peripheral vowels [ɪ ə ʊ]"""	"ɪ"	"""vowels are nasalised before nasal consonants"""											
						"ɪ̃"												
				"e"		"e"	"""vowels are nasalised before nasal consonants"""											
						"ẽ"												
				"ɛ"		"ɛ"	"""vowels are nasalised before nasal consonants"""											
						"ɛ̃"												
				"ə"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates); ɡeminates occur only medially and are always preceded by the non-peripheral vowels [ɪ ə ʊ]; the sequences [əi] and [əu] also occur but are not listed separately because they are analysed as vowels clusters and not as diphthonɡs"""	"ə"	"""vowels are nasalised before nasal consonants"""											
						"ə̃"												
						"ʌ"	"""the schwa is often pronounced as [ʌ] or [ɐ]"""											
						"ɐ"	"""the schwa is often pronounced as [ʌ] or [ɐ]"""											
				"æ"	"""only occurs in Enɡlish loans; all vowels except [æ] also have distinctively nasal counterparts"""	"æ"												
				"u"		"u"	"""vowels are nasalised before nasal consonants"""											
						"ũ"												
				"ʊ"	"""all consonants (except [bʱ ɽ ɽʱ h]) can also occur with distinctive lenɡth (i.e. as ɡeminates); ɡeminates occur only medially and are always preceded by the non-peripheral vowels [ɪ ə ʊ]"""	"ʊ"	"""vowels are nasalised before nasal consonants"""											
						"ʊ̃"												
				"o"		"o"	"""vowels are nasalised before nasal consonants"""											
						"õ"												
				"ɔ"		"ɔ"	"""vowels are nasalised before nasal consonants"""											
						"ɔ̃"												
				"ɑ"		"ɑ"	"""vowels are nasalised before nasal consonants"""											
						"ɑ̃"												
																		
2191	"hun"	"Hungarian"	"Educated colloquial Hungarian (as spoken in Budapest of the 1990s)"	"p"		"p"		"hun_szende1994"		"""word-level stress is nondistinctive, and is fixed on the first syllable of the morpheme"""								
				"pː"		"pː"												
				"b"		"b"												
				"bː"		"bː"												
				"t̪"		"t̪"												
				"t̪ː"		"t̪ː"												
				"d̪"		"d̪"												
				"d̪ː"		"d̪ː"												
				"k"		"k"												
				"kː"		"kː"												
				"ɡ"		"ɡ"												
				"ɡː"		"ɡː"												
				"t̻s̻"	"""laminal dentialveolar"""	"t̻s̻"												
				"t̻s̻ː"		"t̻s̻ː"												
				"d̻z̻"	"""laminal dentialveolar"""	"d̻z̻"												
				"d̻z̻ː"		"d̻z̻ː"												
				"t̠ʃ"		"t̠ʃ"												
				"t̠ʃː"		"t̠ʃː"												
				"d̠ʒ"		"d̠ʒ"												
				"d̠ʒː"		"d̠ʒː"												
				"cҫ"		"cҫ"												
						"c"	"""in formal style /cҫ, ɟʝ/ are realised mostly as palatal stops [c] and [ɟ]"""											
				"cҫː"		"cҫː"												
				"ɟʝ"		"ɟʝ"	"""in formal style /cҫ, ɟʝ/ are realised mostly as palatal stops [c] and [ɟ]"""											
						"ɟ"												
