"LanguageCode"	"LanguageName"	"SpecificDialect"	"Phoneme"	"Notes"	"Allophones"	"AllophoneNotes"	"FileNames"
					"[i̯]"	"""Preceding /p/ or /ɑ/ and following either a word boundary or another vowel"""	
					"[e̯]"	"""Preceding /p/ or /ɑ/ and following either a word boundary or another vowel"""	
					"[ɛ]"		
					"[i]"		
					"[eː]"		
			"ɑ"		"[ɑ]"		
					"[ɑː]"		
			"u"		"[u]"		
					"[uː]"		
					"[u̯]"	"""Preceding any other vowel and following either a word boundary or another vowel"""	
			"o"		"[o]"		
					"[oː]"		
					"[o̯]"	"""Preceding /p/ or /ɑ/ and following either a word boundary or another vowel"""	
					"[u̯]"	"""Preceding /p/ or /ɑ/ and following either a word boundary or another vowel"""	
							
							
"bby"	"Befang"		"i"				"bby_gueche2004.pdf"
			"iː"				
			"e"				
			"eː"				
			"ɛ"				
			"ə"				
			"əː"				
			"ɑ"				
			"ɑː"				
			"u"				
			"uː"				
			"o"				
			"oː"				
			"ɔ"				
			"p"				
			"b"				
			"bʷ"				
			"bʲ"				
			"m"				
			"mʷ"				
			"f"				
			"fʷ"				
			"fʲ"				
			"v"				
			"t"				
			"tʷ"				
			"tʲ"				
			"d"				
			"nd"				
			"ndz"				
			"n"				
			"ts"				
			"dz"				
			"s"				
			"z"				
			"l"				
			"lʲ"				
			"k"				
			"kʷ"				
			"kʲ"				
			"ɡ"				
			"ɡʷ"				
			"ɡʲ"				
			"ŋ"				
			"ŋʷ"				
			"ɣ"				
			"ɲ"				
			"t̠ʃ"				
			"d̠ʒ"				
			"ʝ"				
			"ʒ"				
			"j"				
			"ʔ"				
			"h"				
			"w"				
			"kp"				
			"ɡb"				
			"˦"				
			"˨"				
							
							
"dbj"	'"Ida''an"'	"Begak"	"p"				"dbj_goudswaard2005.pdf"
			"b"				
			"m"				
			"w"				
			"t"				
			"d"				
			"s"				
			"n"				
			"l"				
			"r"				
			"t̠ʃ"				
			"d̠ʒ"				
			"j"				
			"k"				
			"ɡ"				
			"ŋ"				
			"ʔ"				
			"i"		"[i]"	"""In open prefinal syllables and closed final syllables"""	
					"[e]"	"""In closed final syllables"""	
			"e"				
			"ə"		"[ə]"	"""In penultimate syllables"""	
					"[o]"	"""In final syllables"""	
			"a"				
			"u"		"[u]"	"""In open prefinal syllables and closed final syllables"""	
					"[ʊ]"	"""In closed final syllables"""	
			"o"				
							
							
"bem"	"Bemba"		"i"				"bem_kula2002.pdf"
			"iː"				
			"e"				
			"eː"				
			"u"				
			"uː"				
			"o"				
			"oː"				
			"a"				
			"aː"				
			"p"				
			"t"				
			"k"				
			"β"				
			"f"				
			"s"				
			"ʃ"				
			"t̠ʃ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"l"				
			"w"				
			"j"				
							
							
"brc"	"Berbice Dutch"		"i"		"[ɪ]"		"brc_kouwenberg1994.pdf"
			"e"		"[ɪ]"		
			"ɛ"				
			"a"				
			"u"				
			"o"				
			"b"				
			"p"				
			"d"				
			"t"				
			"ɡ"				
			"k"				
			"f"				
			"s"				
			"ʃ"				
			"r"				
			"l"				
			"m"				
			"n"		"[n]"		
					"[ŋ]"	"""Preceding a velar plosive"""	
			"h"				
			"<x>"	"marginal status; possibly an allophone of /ʃ/"			
			"<v>"	"borrowed"			
			"<z>"	"borrowed"			
			"<w>"				
			"<j>"				
			"<ç>"	"marginal status; possibly an allophone of /ʃ/"			
							
							
							
"xub"	"Betta Kurumba"		"p"				"xub_coelho2003.pdf"
			"t̪"				
			"t"				
			"ʈ"				
			"k"				
			"b"				
			"d̪"				
			"<d>"	"Loan"			
			"ɗ"				
			"ɡ"				
			"<f>"	"Loan"			
			"ʃ"		"[ʃ]"	"Free variation"	
					"[s]"	"Free variation"	
			"d̠ʒ"				
			"ɾ"		"[ɾ]"	"""Occus elsewhere"""	
					"[d]"	"""Occurs only immediately next to a phonetically alveolar consonant or as a geminate"""	
			"m"				
			"n"		"[n]"	"""Elsewhere"""	
					"[ɲ]"	"""Immediately before a palatal affricate"""	
					"[n̪]"	"""Immediately before a dental stop"""	
			"ɳ"				
			"ŋ"				
			"ʋ"	"""bilabial approximant"""			
			"l"		"[l]"	"""Occurs elsewhere"""	
					"[l̪]"	"""Occurs only immediately before dental stops"""	
			"ɭ"				
			"j"				
			"i"		"[i]"	"""In word-final position and immediately before /y/"""	
					"[ɪ]"	"""Elsewhere"""	
			"iː"				
			"ɛ"				
			"ɛː"				
			"ə"				
			"əː"				
			"ɑ"		"[ɐ]"	"""In the word-initial syllable and in closed syllables, unless followed by a velar stop"""	
					"[ɑ]"	"""In open non-initial syllables and immediately before a velar stop"""	
			"ɑː"		"[ɑː]"	"""Usually"""	
					"[æː]"	"""Immediately after /j/"""	
					"[ɐː]"	"""Immediately after /j/"""	
			"u"		"[ʊ]"		
			"uː"		"[ʊː]"		
			"ɔ"				
			"ɔː"				
			"ui"	"changed from uj (uy in text)"			
			"əi"	"changed from əj (əy in text)"	"[əj]"	"Free variation in the word initial position and in the word-medial position in some words"	
					"[ɔj]"	"Free variation in the word initial position and in the word-medial position in some words"	
			"ai"	"changed from aj (ay in text)"			
							
							
"bhw"	"Biak"		"b"				"bhw_heuvel2006.pdf"
			"d"				
			"p"				
			"t"				
			"k"		"[k]"		
					"[ʔ]"		
					"[ɡ]"	"""After nasals in the same intonational phrase"""	
			"m"				
			"n"		"[n]"		
					"[ŋ]"	"""When preceding /k/ in the same word"""	
					"[m]"	"""Preceding /p/, /b/, or/v/ in the same intonational phrase"""	
			"β"		"[β]"		
					"[b]"	"""After nasals within the same intonational phrase"""	
					"[w]"		
			"f"		"[f]"	"""Free Variation"""	
					"[ɸ]"	"""Free Variation"""	
			"s"				
			"<l>"	"Loan"			
			"r"		"[r]"		
					"[ɾ]"	"""in fast speech"""	
					"[d]"	"""When preceded by another /r/"""	
			"w"				
			"j"				
			"i"		"[i]"		
					"[ɪ]"	"""In unstressed closed syllables"""	
			"iː"				
			"e"				
			"eː"				
			"a"				
			"aː"				
			"u"				
			"uː"				
			"o"				
			"oː"				
							
							
"nbj"	"Bilinara"		"p"				"nbj_nordlinger1990.pdf"
			"t"				
			"ʈ"				
			"ɟ"				
			"k"				
			"m"				
			"n"				
			"ɳ"				
			"ɲ"				
			"ŋ"				
			"l"				
			"ɭ"				
			"ʎ"				
			"ɾ"		"[ɾ]"		
					"[r]"	"""Particularly in exaggerated speech"""	
			"ɻ"				
			"w"				
			"j"				
			"i"				
			"iː"	"""Not sure whether the long vowels have phonemic status"""			
			"u"				
			"uː"	"""Not sure whether the long vowels have phonemic status"""			
			"a"				
			"aː"	"""Not sure whether the long vowels have phonemic status"""			
							
							
"bhg"	"Binandere"		"p"				"bhg_wilson2002.pdf"
			"b"				
			"t"				
			"d"				
			"k"				
			"ɡ"				
			"m"				
			"n"				
			"ɾ"				
			"β"				
			"j"				
			"i"				
			"ĩ"				
			"e"				
			"ẽ"				
			"ɑ"				
			"ɑ̃"				
			"u"				
			"ũ"				
			"o"				
			"õ"				
			"iu"				
			"ei"				
			"eo"				
			"ɑi"				
			"ɑe"				
			"ɑo"				
			"ɑu"				
			"oi"				
			"oe"				
			"ou"				
			"ẽĩ"				
			"ɑ̃ĩ"				
			"ɑ̃õ"				
			"õũ"				
							
							
"bwq"	"Bobo"	"Bobo-Dioulasso, Haute-Volta"	"p"				"bwq_sanou1978.pdf"
			"b"				
			"m"				
			"f"				
			"v"				
			"t"				
			"d"				
			"n"				
			"l"				
			"r"				
			"s"				
			"z"				
			"ɲ"				
			"k"				
			"ɡ"				
			"h"				
			"ŋ"				
			"kp"				
			"ɡb"				
			"i"				
			"ĩ"				
			"iː"				
			"e"				
			"eː"				
			"ɛ"				
			"ɛ̃"				
			"ɛː"				
			"a"				
			"ã"				
			"aː"				
			"u"				
			"ũ"				
			"uː"				
			"o"				
			"oː"				
			"ɔ"				
			"ɔ̃"				
			"ɔː"				
							
							
"bol"	"Bole"		"p"				"bol_gimba2000.pdf"
			"b"				
			"t"				
			"d"				
			"s"				
			"z"				
			"m"				
			"n"				
			"r"				
			"l"				
			"ʃ"				
			"t̠ʃ"				
			"d̠ʒ"				
			"ɲ"				
			"j"				
			"k"				
			"ɡ"				
			"ʔ"				
			"h"				
			"w"				
			"mb"				
			"nd"				
			"nz"				
			"n̠d̠ʒ"				
			"ŋɡ"				
			"ɓ"	"says glottalized but uses implosive symbol"			
			"ɗ"	"says glottalized but uses implosive symbol"			
			"ʄ"				
			"i"				
			"iː"				
			"e"				
			"eː"				
			"a"				
			"aː"				
			"o"				
			"oː"				
			"u"				
			"uː"				
							
							
"bot"	"Bongo"		"i"		"[j]"	"Preceding the vowels e, a, ɔ"	"bot_abessolo1990.pdf"
					"[ĩ]"	"Preceding a nasal that is followed by another consonant"	
					"[i]"	"Elsewhere"	
			"e"		"[ɛ]"	"Preceding a nasal"	
					"[ɛ̃]"	'"When it''s nasalized"'	
					"[ə]"	"In medial and final position"	
					"[e]"	"Elsewhere"	
			"a"		"[ã]"	'"When it''s nasalized and followed by another consonant"'	
					"[a]"	"Elsewhere"	
			"u"		"[w]"	"Between a consonant and the vowels e, a, ɔ, i"	
					"[ũ]"	"Preceding a nasal"	
					"[u]"	"Elsewhere"	
			"ɔ"		"[ɔ̃]"	"Preceding a nasal that is followed by another consonant"	
					"[ɔ]"	"In initial, medial, and final position"	
			"iː"				
			"eː"				
			"aː"				
			"uː"				
			"ɔː"				
			"p"		"[p̃]"	"When preceded by a syllabic nasal"	
					"[pʰ]"	"Preceding the vowels i, u"	
					"[pu]"	"Preceding the vowel u followed by a, ɔ, e"	
					"[pʲ]"	"Preceding the vowel i followed by a, ɔ, e"	
					"[p]"	"Elsewhere"	
			"b"		"[bʰ]"	"Preceding the vowels i, u"	
					"[bʷ]"	"Preceding the vowel u followed by a"	
					"[β]"	"Between 2 vowels"	
					"[b̃]"	"When preceded by a syllabic nasal"	
					"[b]"	"Elsewhere"	
			"t"		"[tʰ]"	"Preceding the vowels i, u"	
					"[tʷ]"	"Preceding the vowel u followed by a or ɔ"	
					"[t̃]"	"When preceded by a nasal"	
					"[t]"	"Elsewhere"	
			"d"		"[d̃]"	"When preceded by a nasal"	
					"[dʰ]"	"Preceding i or u"	
					"[d]"	"Elsewhere"	
			"k"		"[k̃]"	"When preceded by a nasal"	
					"[kʷ]"	'"Preceding a u that''s followed by e, ɔ, a, i"'	
					"[kʲ]"	"Preceding the vowel i followed by a, ɔ, e"	
					"[kʰ]"	"Preceding i or u"	
					"[c]"	"Preceding the vowel o"	
					"[k]"	"Elsewhere"	
			"ɡ"		"[ɡʰ]"	"Preceding i or u"	
					"[ɡʷ]"	'"Preceding a u that''s followed by e"'	
					"[ɡ̃]"	"When preceded by a nasal"	
					"[ɣ]"	"Between vowels"	
					"[ɡ]"	"Elsewhere"	
			"m"		"[mʷ]"	"Preceding u followed by e and a"	
					"[mː]"	"When preceding by a nasal"	
					"[m]"	"Elsewhere"	
			"n"		"[nː]"	"When preceded by a nasal"	
					"[ŋ]"	"Preceding the velars k, ɡ"	
					"[nʷ]"	"Preceding u followed by e,  a, ɔ"	
					"[n]"	"Elsewhere"	
			"ɲ"		"[ñ]"	"After a nasalized vowel"	
					"[ɲ]"	"Elsewhere"	
			"h"		"[hʷ]"	'"Before u that''s followed by a"'	
					"[h]"	"Elsewhere"	
			"f"		"[fʰ]"	"Before i"	
					"[fʲ]"	'"Before i that''s followed by a"'	
					"[fʷ]"	"Preceding u followed by e, a"	
					"[f̃]"	"When preceded by a nasal"	
					"[f]"	"Elsewhere"	
			"pf"		"[pf̃]"	"When preceded by a nasal"	
					"[pf]"	"Elsewhere"	
			"ts"		"[ts̃]"	"When preceded by a nasal"	
					"[ts]"	"Elsewhere"	
					"[tsʷ]"	'"Preceding u that''s followed by a"'	
			"s"		"[s̃]"	"When preceded by a nasal"	
					"[sʲ]"	"Preceding an i followed by e, ɔ"	
					"[sʷ]"	'"Preceding u that''s followed by e"'	
					"[s]"	"Elsewhere"	
			"t̠ʃ"				
			"r"		"[ʁ]"	"Between two low vowels, before a and in final position after a, ɔ"	
					"[r]"	"Elsewhere"	
			"l"		"[l̃]"	"When preceded by a nasal"	
					"[lʷ]"	'"Preceding u that''s followed by a"'	
					"[lʲ]"	'"Preceding an i that''s followed by e"'	
			"h"				
					"[l]"	"Elsewhere"	
			"y"		"[j]"		
			"w"		"[v]"	'"In initial position before an a that''s followed by m"'	
					"[w]"	"Elsewhere"	
							
							
"bwo"	"Boro"		"pʰ"		"[pɸʰ]"	"""Occurs syllable initially before i, ɵ, u """	"bwo_bhattacharya1977.pdf"
					"[pʰ]"	"""Occurs syllable initially elsewhere"""	
			"b"		"[p̰]"	"""Occurs syllable-finally before pause (terminal juncture)"""	
					"[β]"	"""Between high vowels in word medial positions"""	
					"[b]"	"""Syllable initially elsewhere"""	
			"tʰ"				
			"d"		"[t̰]"	"""Syllable finally before pause"""	
					"[d]"	"""Syllable initially"""	
			"kʰ"				
			"ɡ"		"[k̰]"	"""Syllable-finally before pause"""	
					"[k]"	"""Before voiced consonantal initial in the following syllable"""	
					"[ɡ]"	"""Occurs initially"""	
			"m"		"[m̰]"	"""Syllable-finally before pause"""	
					"[m]"	"""Syllable initially"""	
			"n"		"[n̰]"	"""Syllable-finally before pause"""	
					"[n]"	"""Syllable initially"""	
			"ŋ"		"[ŋ̰]"	"""Syllable-finally before pause"""	
					"[ŋ]"	"""Occurs in wordmedial position elsewhere"""	
			"s"		"[ɕ]"	"""In syllable initial place before front vowels /i e/ and also before the advanced allophones of /ɵ a/"""	
					"[ʃ]"	"""In syllable initial position before back vowels /u o/ and also before th eback allophones of /ɵ a/"""	
					"[s]"	"""Before central voewls and with /r l/ as the first member of a cluster in syllable initial position"""	
			"z"		"[s̰]"	"""Syllable-finally before pause"""	
					"[ʒ]"	"""In syllable initial place before front vowels /i e/ and before the advanced allophone of /a/, and non-initially in a word before back vowels /u o/ and back allophones of /ɵ a/"""	
					"[d̠ʒ]"	"""Initially in a syllable before back vowels /u o/ and back allophones of /ɵ a/, and also non-initially in a word after nasals in close juncture"""	
					"[z]"	"""Syllable-initially as the first member of clusters with /r l/ and before central vowels"""	
			"r"		"[ɾ]"	"""In syllable final position"""	
					"[r]"	"""Elsewhere"""	
			"l"		"[l̰]"	"""Syllable-finally before pause"""	
					"[l]"	"""Elsewhere"""	
			"h"		"[h]"	"""In Tone 1 and Tone 2 syllables"""	
					"[ɦ]"	"""With elements of breath or murmur in Tone 3 syllables"""	
			"j"		"[i]"	"""Occurs syllable finally after /o, a, e, ɵ, u/ """	
			"w"		"[o̯]"	"""Syllable finally after /a e/"""	
					"[u̯]"	"""Syllable finally after /o i/"""	
			"i"		"[i]"		
					"[iˑ]"		
					"[iː]"		
					"[i̥]"		
			"e"		"[e]"		
					"[eˑ]"		
					"[eː]"		
					"[e̥]"		
			"ɵ"		"[ɵ]"		
					"[ɵˑ]"		
					"[ɵː]"		
					"[ɵ̥]"		
			"a"		"[a]"		
					"[aˑ]"		
					"[aː]"		
					"[ḁ]"		
			"u"		"[ɯ]"		
					"[ɯˑ]"		
					"[ɯː]"		
					"[ɯ̥]"		
			"o"		"[ɔ]"		
					"[ɔː]"		
					"[o]"		
					"[o̥]"		
			"˨"				
			"˧"				
			"˦"				
							
							
"bkk"	"Brokskat"		"i"		"[i]"	"""Elsewhere"""	"bkk_ramaswami1982.pdf"
					"[iˑ]"	"""Occurs finally"""	
			"iː"				
			"e"		"[ɛˑ]"	"""Occurs in the final position"""	
					"[e]"	"""Elsewhere"""	
			"eː"				
			"u"		"[uˑ]"	"""Occurs in the final position"""	
					"[u]"	"""Elsewhere"""	
			"uː"				
			"o"		"[oˑ]"	"""Occurs in the final position"""	
					"[o]"	"""Elsewhere"""	
			"oː"				
			"a"		"[ʌ]"	"""Occurs in between consonants"""	
					"[aˑ]"	"""Occurs in the final position"""	
					"[a]"	"""Elsewhere"""	
			"aː"				
			"p"				
			"t̪"				
			"t"		"[ʈ]"	"""Occurs after retroflex consonant"""	
					"[t]"	"""Elsewhere"""	
			"k"				
			"q"				
			"pʰ"				
			"t̪ʰ"				
			"tʰ"				
			"dʰ"				
			"b"				
			"d̪"				
			"d"				
			"ɡ"				
			"ts"				
			"c"				
			"ʝ"				
			"f"				
			"s"				
			"ʂ"				
			"ç"				
			"x̥"				
			"h"				
			"v"		"[w]"	"""After a vowel in the final position"""	
					"[v]"	"""Elsewhere"""	
			"z"				
			"z̥"				
			"j"				
			"ɣ̥"				
			"m"				
			"n"		"[n̪]"	"""Occurs with dental consonants"""	
					"[ɳ]"	"""Occurs with retroflex consonant"""	
					"[n]"	"""Elsewhere"""	
			"ŋ"		"[ɲ]"	"""Occurs either with front vowel or with palatal consonant"""	
					"[ŋ]"	"""Elsewhere"""	
			"l"		"[ɭ]"	"""Occurs either with the palatal consonant or with the retroflex consonants"""	
					"[l]"	"""Elsewhere"""	
							
							
							
"bsp"	"Baga Sitem"		"p"			"Missing consonant allophone page"	"bsp_ganong1998.pdf"
			"t̪"				
			"k"				
			"b"				
			"d̪"				
			"<ɡ>"	"Loan"			
			"ɡb"				
			"t̠ʃ"				
			"f"				
			"s"				
			"<h>"	"Loan"			
			"m"				
			"n"				
			"ŋ"				
			"l"				
			"r"				
			"j"				
			"w"				
			"i"		"[ɪ]"	"""Occurs in closed syllables"""	
					"[i]"	"""Occurs in open syllables"""	
			"e"				
			"ɛ"				
			"a"		"[ʌ]"	"""Occurs in closed syllables"""	
					"[a]"	"""Occurs in open syllables"""	
			"ɔ"				
			"o"				
			"u"		"[ʊ]"	"""Occurs in closed syllables"""	
					"[u]"	"""Occurs in open syllables"""	
			"ɨ"				
							
							
"bbx"	"Bubia"		"i"				"bbx_fiensong1993.pdf"
			"e"				
			"ɛ"				
			"u"				
			"o"				
			"ɔ"				
			"a"				
			"iː"				
			"eː"				
			"ɛː"				
			"uː"				
			"oː"				
			"ɔː"				
			"aː"				
			"b"				
			"bʷ"				
			"t"				
			"d"				
			"k"				
			"kp"				
			"ɡb"				
			"ɸ"				
			"β"				
			"s"				
			"ʒ"				
			"t̠ʃ"				
			"d̠ʒ"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"ŋʷ"				
			"mb"				
			"nd"				
			"n̠d̠ʒ"				
			"ŋɡ"				
			"w"				
			"j"				
			"l"				
							
							
							
"bxk"	"Bukusu"		"i"		"[i]"		"bxk_mutonyi2000.pdf"
					"[j]"	"""Before other vowels"""	
			"e"				
			"a"				
			"o"				
			"u"		"[u]"		
					"[w]"	"""Before other vowels"""	
			"iː"				
			"eː"				
			"aː"				
			"oː"				
			"uː"				
			"p"				
			"t"				
			"t̠ʃ"				
			"k"				
			"f"				
			"s"				
			"x"				
			"β"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"l"				
			"r"				
			"w"				
			"j"				
			"<mb>"				
			"<nd>"				
			"<n̠d̠ʒ>"				
			"<ŋɡ>"				
							
							
"sbs"	"Subiya"		"b"				"sbs_baumbach1997.pdf"
			"p"				
			"ɻ"	'"""Voiced retroflexive (flapped) explosive"" - I may be using the wrong symbol here, if so that''s consistent through all languages from this source"'			
			"d"				
			"t"				
			"t̪"				
			"ɡ"				
			"k"				
			"β"				
			"v"				
			"f"				
			"z"				
			"s"				
			"ʃ"				
			"h"				
			"d̠ʒ"				
			"t̠ʃ"				
			"m"				
			"ɱ"				
			"n"				
			"ɲ"				
			"ŋ"				
			"w"				
			"j"				
			"bʷ"				
			"pʷ"				
			"dʷ"				
			"tʷ"				
			"t̪ʷ"				
			"ɻʷ"				
			"ɡʷ"				
			"kʷ"				
			"βʷ"				
			"vʷ"				
			"fʷ"				
			"lʷ"				
			"zʷ"				
			"sʷ"				
			"hʷ"				
			"d̠ʒʷ"				
			"mʷ"				
			"nʷ"				
			"ɻʲ"				
			"βʲ"				
			"hʲ"				
			"mʲ"				
			"a"				
			"ɔ"				
			"u"				
			"ɛ"				
			"i"				
							
							
"ttl"	"Totela"		"b"				"ttl_baumbach1997.pdf"
			"p"				
			"t"				
			"ɻ"				
			"ɡ"				
			"k"				
			"β"				
			"v"				
			"f"				
			"z"				
			"s"				
			"ʃ"				
			"ɣ"				
			"h"				
			"d̠ʒ"				
			"ts"				
			"m"				
			"n"				
			"ɲ"				
			"ŋ"				
			"w"				
			"j"				
			"bʷ"				
			"pʷ"				
			"tʷ"				
			"ɻʷ"				
			"cʷ"				
			"ɡʷ"				
			"kʷ"				
			"vʷ"				
			"fʷ"				
			"zʷ"				
			"sʷ"				
			"ɣʷ"				
			"hʷ"				
			"t̠ʃʷ"				
			"mʷ"				
			"nʷ"				
			"ŋʷ"				
			"pʲ"				
			"tʲ"				
			"ɻʲ"				
			"hʲ"				
			"mʲ"				
			"a"				
			"ɔ"				
			"u"				
			"ɛ"				
			"i"				
			"aː"				
			"ɔː"				
			"uː"				
			"ɛː"				
			"iː"				
							
"bmo"	"Bambalang; Círàmbɔ́"		"p"		"[pʲ]"	"before mid-high front unrounded vowel"	"bmo_ayafor2002.pdf"
					"[b]"	"before mid-low back rounded vowel"	
			"pʷ"				
			"pʰ"				
			"t"		"[tʰ]"	"before mid-high back rounded vowel"	
			"tʷ"				
			"k"		"[kʲ]"	"before mid-high front unrounded vowel"	
			"kʷ"				
			"ɡ"		"[ɡʲ]"	"before mid-high front unrounded vowel"	
			"ʔ"				
			"mb"		"[mbʲ]"	"before low unrounded vowels"	
			"nd"		"[ndʲ]"	"between vowels"	
					"[ndʷ]"	"""before front high unrounded vowels"""	
			"ŋɡ"				
			"ŋɡʷ"				
			"m"				
			"n"		"[nʲ]"	"before high front unrounded vowel"	
			"nʷ"				
			"ɲ"		"[ɲʲ]"	"before low and mid-low vowels"	
			"ŋ"		"[ŋʷ]"	"before low unrounded vowels"	
			"f"				
			"fʷ"				
			"ʃ"		"[ʃʲ]"	"before low and mid-low vowels"	
			"ʃʷ"				
			"ɣ"				
			"h"				
			"ts"				
			"t̠ʃ"				
			"d̠ʒ"		"[d̠ʒʲ]"	"before low and mid-low vowels"	
			"t̠ʃʷ"				
			"d̠ʒʷ"				
			"n̠d̠ʒ"		"[n̠d̠ʒʲ]"	"before mid-high front unrounded vowel"	
			"l"		"[lʲ]"	"before mid-high front unrounded vowel"	
			"r"				
			"j"		"[jʷ]"	"before high front unrounded vowel"	
			"w"				
			"i"				
			"iː"				
			"ɨ"				
			"ɨː"				
